"","GEOID","B01003_001"
"1","17001000100",4580
"2","17001000201",1911
"3","17001000202",2473
"4","17001000400",3286
"5","17001000500",2346
"6","17001000600",3761
"7","17001000700",1193
"8","17001000800",2691
"9","17001000900",2756
"10","17001001001",3435
"11","17001001002",3623
"12","17001001100",8259
"13","17001010100",4319
"14","17001010200",3550
"15","17001010300",5923
"16","17001010400",3554
"17","17001010500",3035
"18","17001010600",6092
"19","17003957600",2413
"20","17003957700",1588
"21","17003957800",1467
"22","17003957900",1308
"23","17005951200",2880
"24","17005951300",6707
"25","17005951400",3064
"26","17005951500",4383
"27","17007010100",7740
"28","17007010200",6183
"29","17007010300",6851
"30","17007010400",6729
"31","17007010500",10327
"32","17007010601",3841
"33","17007010602",11967
"34","17009970400",2582
"35","17009970500",4209
"36","17011964700",3001
"37","17011964800",3579
"38","17011964900",2628
"39","17011965000",3584
"40","17011965100",3898
"41","17011965200",3519
"42","17011965300",3306
"43","17011965400",3491
"44","17011965500",3796
"45","17011965600",2817
"46","17013951200",2618
"47","17013951300",2279
"48","17015960100",3305
"49","17015960200",2118
"50","17015960300",3058
"51","17015960400",2030
"52","17015960500",2713
"53","17015960600",1480
"54","17017960100",2263
"55","17017960200",2389
"56","17017960300",3125
"57","17017960400",2432
"58","17017960500",2671
"59","17019000200",1741
"60","17019000301",4740
"61","17019000302",3218
"62","17019000401",5003
"63","17019000402",4476
"64","17019000500",3856
"65","17019000700",3528
"66","17019000800",5718
"67","17019000901",5024
"68","17019000902",6824
"69","17019001000",4555
"70","17019001100",3641
"71","17019001201",6530
"72","17019001203",4788
"73","17019001204",3835
"74","17019001205",6544
"75","17019001206",2029
"76","17019001301",6275
"77","17019001302",3987
"78","17019001400",6724
"79","17019005300",5862
"80","17019005401",3908
"81","17019005402",3653
"82","17019005500",5328
"83","17019005600",6647
"84","17019005701",4636
"85","17019005702",3404
"86","17019005800",4013
"87","17019005900",6234
"88","17019006000",3564
"89","17019010100",5170
"90","17019010204",4494
"91","17019010300",3625
"92","17019010400",4665
"93","17019010500",4445
"94","17019010601",6049
"95","17019010603",7472
"96","17019010604",2722
"97","17019010700",8261
"98","17019010800",4666
"99","17019010900",9584
"100","17019011000",4306
"101","17019011100",2202
"102","17021958100",2792
"103","17021958200",3716
"104","17021958300",4619
"105","17021958400",3629
"106","17021958500",2243
"107","17021958600",2108
"108","17021958700",4720
"109","17021958800",2759
"110","17021958900",2628
"111","17021959000",4348
"112","17023060100",4674
"113","17023060200",3969
"114","17023060300",5337
"115","17023060400",1944
"116","17025971900",2411
"117","17025972000",2699
"118","17025972100",5250
"119","17025972200",3033
"120","17027900100",6193
"121","17027900200",1986
"122","17027900300",7125
"123","17027900401",1507
"124","17027900402",4829
"125","17027900500",6827
"126","17027900601",2572
"127","17027900602",6601
"128","17029000100",2795
"129","17029000200",5899
"130","17029000300",4459
"131","17029000400",2593
"132","17029000500",7119
"133","17029000600",3865
"134","17029000700",6142
"135","17029000800",4691
"136","17029000900",4435
"137","17029001000",3341
"138","17029001100",3699
"139","17029001200",3502
"140","17031010100",4444
"141","17031010201",7197
"142","17031010202",2487
"143","17031010300",6413
"144","17031010400",5411
"145","17031010501",4081
"146","17031010502",2631
"147","17031010503",2047
"148","17031010600",6515
"149","17031010701",3833
"150","17031010702",5333
"151","17031020100",4208
"152","17031020200",6905
"153","17031020301",5295
"154","17031020302",5023
"155","17031020400",4551
"156","17031020500",6545
"157","17031020601",6130
"158","17031020602",4637
"159","17031020701",1729
"160","17031020702",7843
"161","17031020801",5211
"162","17031020802",7857
"163","17031020901",5807
"164","17031020902",4474
"165","17031030101",3549
"166","17031030102",2766
"167","17031030103",2217
"168","17031030104",3375
"169","17031030200",5103
"170","17031030300",3315
"171","17031030400",2708
"172","17031030500",6570
"173","17031030601",4066
"174","17031030603",2023
"175","17031030604",3225
"176","17031030701",1597
"177","17031030702",982
"178","17031030703",2680
"179","17031030706",4270
"180","17031030800",4376
"181","17031030900",3143
"182","17031031000",4078
"183","17031031100",4666
"184","17031031200",5720
"185","17031031300",8037
"186","17031031400",4958
"187","17031031501",4033
"188","17031031502",4439
"189","17031031700",7001
"190","17031031800",1771
"191","17031031900",2526
"192","17031032100",7117
"193","17031040100",3893
"194","17031040201",7040
"195","17031040202",7194
"196","17031040300",2999
"197","17031040401",3182
"198","17031040402",5035
"199","17031040600",2702
"200","17031040700",3325
"201","17031040800",1813
"202","17031040900",1909
"203","17031050100",2711
"204","17031050200",5214
"205","17031050300",2562
"206","17031050500",6311
"207","17031050600",2238
"208","17031050700",1593
"209","17031050800",1476
"210","17031050900",1462
"211","17031051000",1783
"212","17031051100",1670
"213","17031051200",1623
"214","17031051300",2783
"215","17031051400",1814
"216","17031060100",2773
"217","17031060200",2279
"218","17031060300",3461
"219","17031060400",3980
"220","17031060500",1306
"221","17031060800",4825
"222","17031060900",7529
"223","17031061000",2085
"224","17031061100",1421
"225","17031061200",1897
"226","17031061500",1917
"227","17031061800",1212
"228","17031061901",3513
"229","17031061902",4512
"230","17031062000",3022
"231","17031062100",3740
"232","17031062200",2833
"233","17031062300",1728
"234","17031062400",1433
"235","17031062500",1568
"236","17031062600",2288
"237","17031062700",2770
"238","17031062800",3651
"239","17031062900",3959
"240","17031063000",3249
"241","17031063100",2326
"242","17031063200",7045
"243","17031063301",2588
"244","17031063302",4140
"245","17031063303",1295
"246","17031063400",2274
"247","17031070101",3618
"248","17031070102",2879
"249","17031070103",1587
"250","17031070200",4084
"251","17031070300",3591
"252","17031070400",3228
"253","17031070500",3229
"254","17031070600",3357
"255","17031070700",4440
"256","17031071000",4437
"257","17031071100",3200
"258","17031071200",1931
"259","17031071300",3747
"260","17031071400",4749
"261","17031071500",5915
"262","17031071600",1709
"263","17031071700",1776
"264","17031071800",2773
"265","17031080100",6666
"266","17031080201",3230
"267","17031080202",3506
"268","17031080300",4579
"269","17031080400",4229
"270","17031081000",7698
"271","17031081100",4077
"272","17031081201",4656
"273","17031081202",3021
"274","17031081300",5276
"275","17031081401",2386
"276","17031081402",5048
"277","17031081403",7635
"278","17031081500",4994
"279","17031081600",3937
"280","17031081700",3487
"281","17031081800",8960
"282","17031081900",935
"283","17031090100",3558
"284","17031090200",6803
"285","17031090300",1392
"286","17031100100",5498
"287","17031100200",6762
"288","17031100300",6272
"289","17031100400",3289
"290","17031100500",5492
"291","17031100600",4892
"292","17031100700",4731
"293","17031110100",5229
"294","17031110200",3235
"295","17031110300",5242
"296","17031110400",4367
"297","17031110501",5325
"298","17031110502",3410
"299","17031120100",3826
"300","17031120200",4793
"301","17031120300",6665
"302","17031120400",3713
"303","17031130100",5327
"304","17031130200",1565
"305","17031130300",5532
"306","17031140100",3613
"307","17031140200",6228
"308","17031140301",2900
"309","17031140302",4254
"310","17031140400",6884
"311","17031140500",4237
"312","17031140601",2760
"313","17031140602",5251
"314","17031140701",2911
"315","17031140702",6154
"316","17031140800",6800
"317","17031150200",7701
"318","17031150300",8150
"319","17031150401",5266
"320","17031150402",3668
"321","17031150501",4050
"322","17031150502",4243
"323","17031150600",3899
"324","17031150700",3994
"325","17031150800",4914
"326","17031151001",2404
"327","17031151002",4360
"328","17031151100",5612
"329","17031151200",3687
"330","17031160100",2688
"331","17031160200",3093
"332","17031160300",3834
"333","17031160400",4708
"334","17031160501",4237
"335","17031160502",3905
"336","17031160601",3674
"337","17031160602",3679
"338","17031160700",6533
"339","17031160800",5164
"340","17031160900",2470
"341","17031161000",2027
"342","17031161100",1935
"343","17031161200",3021
"344","17031161300",3638
"345","17031170100",1805
"346","17031170200",4178
"347","17031170300",5496
"348","17031170400",3765
"349","17031170500",5504
"350","17031170600",2631
"351","17031170700",2941
"352","17031170800",4060
"353","17031170900",1868
"354","17031171000",7597
"355","17031171100",3844
"356","17031180100",6210
"357","17031190100",2534
"358","17031190200",5525
"359","17031190300",5302
"360","17031190401",3983
"361","17031190402",5434
"362","17031190601",5126
"363","17031190602",5867
"364","17031190701",2861
"365","17031190702",5177
"366","17031190800",7222
"367","17031190900",2226
"368","17031191000",2653
"369","17031191100",7618
"370","17031191200",3832
"371","17031191301",5686
"372","17031191302",5370
"373","17031200100",4275
"374","17031200200",4805
"375","17031200300",2130
"376","17031200401",3642
"377","17031200402",4241
"378","17031210100",3517
"379","17031210400",2780
"380","17031210501",3500
"381","17031210502",4653
"382","17031210601",2725
"383","17031210602",4032
"384","17031210700",4253
"385","17031210800",1081
"386","17031210900",2952
"387","17031220300",2177
"388","17031220400",2569
"389","17031220500",2552
"390","17031220601",1893
"391","17031220602",5164
"392","17031220701",3337
"393","17031220702",3853
"394","17031220901",2965
"395","17031220902",2943
"396","17031221000",2962
"397","17031221100",5296
"398","17031221200",3249
"399","17031221300",2803
"400","17031221400",3067
"401","17031221500",2783
"402","17031221600",3025
"403","17031222200",2123
"404","17031222500",1622
"405","17031222600",1517
"406","17031222700",2692
"407","17031222800",972
"408","17031222900",926
"409","17031230100",1753
"410","17031230200",2131
"411","17031230300",1033
"412","17031230400",2371
"413","17031230500",3729
"414","17031230600",6606
"415","17031230700",5677
"416","17031230800",1359
"417","17031230900",5330
"418","17031231100",1348
"419","17031231200",6138
"420","17031231500",6699
"421","17031240200",1592
"422","17031240300",1251
"423","17031240500",2294
"424","17031240600",1644
"425","17031240700",1652
"426","17031240800",1587
"427","17031240900",1015
"428","17031241000",2220
"429","17031241100",3904
"430","17031241200",1862
"431","17031241300",2031
"432","17031241400",5089
"433","17031241500",2911
"434","17031241600",3526
"435","17031242000",5156
"436","17031242100",3803
"437","17031242200",3373
"438","17031242300",3034
"439","17031242400",2866
"440","17031242500",3609
"441","17031242600",5959
"442","17031242700",1627
"443","17031242800",1551
"444","17031242900",1601
"445","17031243000",2273
"446","17031243100",2259
"447","17031243200",2318
"448","17031243300",2358
"449","17031243400",2804
"450","17031243500",3263
"451","17031250200",2748
"452","17031250300",4827
"453","17031250400",4438
"454","17031250500",7669
"455","17031250600",4068
"456","17031250700",5194
"457","17031250800",2415
"458","17031251000",907
"459","17031251100",4103
"460","17031251200",4351
"461","17031251300",4446
"462","17031251400",4544
"463","17031251500",4194
"464","17031251600",4063
"465","17031251700",1321
"466","17031251800",5275
"467","17031251900",4862
"468","17031252000",5738
"469","17031252101",1390
"470","17031252102",6980
"471","17031252201",2927
"472","17031252202",4757
"473","17031260100",1249
"474","17031260200",1223
"475","17031260300",1583
"476","17031260400",1292
"477","17031260500",1587
"478","17031260600",1989
"479","17031260700",1774
"480","17031260800",2681
"481","17031260900",1379
"482","17031261000",2398
"483","17031270500",1690
"484","17031271200",1214
"485","17031271300",1261
"486","17031271400",1353
"487","17031271500",1483
"488","17031271800",783
"489","17031280100",6567
"490","17031280400",1715
"491","17031280800",1008
"492","17031280900",1014
"493","17031281900",5719
"494","17031282700",2290
"495","17031282800",1642
"496","17031283100",3003
"497","17031283200",1587
"498","17031283800",3855
"499","17031290900",4076
"500","17031291200",2664
